"","name","n","lat.50","lon.50","temp.50","trange.50","p.50","seasonp.50","delta.lat","delta.lon","delta.temp","delta.trange","delta.p","delta.pseason","pixelsum","Amazonia","Cerrado","Caatinga","MataAtlantica","Pampa","Pantanal"
"1","Abarema cochliacarpos",172,-11.7725,-39.1075,239,128,1223.5,54,15.9429825,7.9389315,62,64.9,1245.75,47,172,0,57,0,90,0,0
"2","Acanthocladus pulcherrimus",18,-18.287325,-40.020365,241,141,1197.5,47.5,9.673292,3.17336,12.15,44.45,624.75,38.1,18,0,0,0,17,0,0
"3","Acnistus arborescens",408,-1.6,-75.52497,208,139,1499.5,58,44.8452795,63.786926,105.95,125.3,2384.65,83.3,408,0,13,7,111,0,0
"4","Acosmium lentiscifolium",25,-22.2358,-41.83333,231,147,1081,44,9.344418,3.22561200000001,23,57.6,624.4,45.9999999999999,29,0,5,1,17,0,0
"5","Sweetia fruticosa",81,-15.26556,-52.48333,230,174,1317,57,12.86734,28.51333,61,81,1173,55,77,2,7,11,20,0,3
"6","Actinostemon concolor",377,-23.5917,-49.41056,204,181,1467,29,25.242756,31.538244,77.2,119.2,1407.4,63.2,377,6,40,9,222,11,0
"7","Actinostemon klotzschii",112,-21.42637,-46.291665,224.5,175,1260.5,58.5,19.3992325,18.122043,71.45,85.35,920.35,53.9,112,6,4,19,69,0,3
"8","Actinostemon verticillatus",67,-15.16667,-40.13333,233,137,1279,52,15.41071,10.355705,66.8,85.4,1313.5,53.2,67,1,5,1,52,0,0
"9","Adenocalymma subsessilifolium",15,-22.5,-42.26056,232,148,1188,48,9.19358799999999,2.542665,28.2,56.2,204.8,52,15,0,1,0,12,0,0
"10","Aegiphila integrifolia",562,-10.318055,-58.89165,238,138,1672.5,46,34.023981,37.932358,96,94,2750.84999999999,60,562,42,10,33,191,2,0
"11","Aegiphila sellowiana",252,-22.58847,-47.051565,204,177,1482.5,54,18.9024595,16.747453,80.45,90.45,1502.1,64.45,252,5,13,51,161,3,0
"12","Aiouea saligna",104,-22.57392,-48.262105,212,165,1517.5,44,21.497648,13.590441,78,73.7,1064.3,71,104,4,3,15,62,7,0
"13","Albizia pedicellaris",311,-11.58889,-47.5505,244,124,1804,46,29.32375,40.29371,63,78,2166,60.5,310,54,24,2,119,0,0
"14","Albizia polycephala",268,-14.17889,-40.634895,229,145,1101,55,16.084927,17.6956175,60.3,83.65,1081.1,70.65,268,0,90,19,131,0,5
"15","Alchornea glandulosa",728,-12.20611,-68.73375,215,140,1746,41,35.187404,36.74749,100.65,111.3,2626.9,62,686,18,4,34,134,0,0
"16","Alchornea triplinervia",870,-14.598055,-53.215,212,151,1544,43,35.074,37.5440545,105,98,2371.4,63.55,870,42,86,65,263,6,7
"17","Algernonia leandrii",15,-22.55759,-42.72861,231,151,1341,47,8.0349,6.21207499999999,55.3,52.8,1106.3,36.9,15,0,0,0,12,0,0
"18","Algernonia obovata",7,-21.0642,-41.3664,229,145,1085,49,9.137946,3.357196,45.3,67.4,1241.1,31,7,0,0,0,4,0,0
"19","Allagoptera caudescens",65,-18.36253,-39.73222,240,131,1256,46,11.81025,4.86348,38.2,60.6,919.8,46,65,0,0,0,55,0,0
"20","Allophylus edulis",693,-23.06539,-51.97667,206,189,1390,42,22.81546,28.31465,90.4,142.4,1188,76,693,15,22,45,319,21,8
"21","Allophylus laevigatus",40,-7.83333,-35.800735,247.5,122,1342,61,8.0131025,5.6234155,46,42.4,1207.95,71.75,40,0,7,0,27,0,0
"22","Allophylus petiolulatus",166,-23.834445,-48.33138,209,168,1647,43,12.833405,27.86727,78.5,61.25,1313,41.25,166,0,0,9,110,0,0
"23","Almeidea rubra",66,-19.78365,-40.93014,231,148,1162.5,52,10.5248525,28.5621375,34.75,66.5,983.75,40.5,66,0,5,1,50,0,0
"24","Aloysia virgata",460,-22.67595,-55.75278,217,193.5,1361.5,52,21.0711975,34.0054185,78.05,123.05,1168.2,74.1,459,3,18,63,127,0,15
"25","Alseis floribunda",244,-14.3281,-40.6,226.5,147,1249,48,19.2611475,15.0328845,68.55,89.7,1417.1,53.85,244,3,67,2,158,0,0
"26","Alseis pickelii",71,-9.33766,-35.80618,248,117,1439,62,8.764145,6.233195,29,54,1147,32,71,0,12,0,46,0,0
"27","Amaioua intermedia",234,-22.223335,-45.24675,205.5,171,1445,58,15.890981,11.9092755,76.7,88,1226.25,61.7,234,7,14,40,159,0,0
"28","Ampelocera glabra",8,-16.968335,-40.259675,229.5,148,1153,53,6.9304835,15.012374,27.75,75.65,435.2,51.45,8,0,0,0,7,0,0
"29","Anadenanthera colubrina",1927,-15.16667,-47.08676,236,173,1020,71,19.200096,28.040919,81,120.7,1208.1,73,1446,57,513,250,204,0,65
"30","Anadenanthera peregrina",457,-17.92306,-48.80913,233,172,1389,68,30.58703,30.682336,84.2,82.6,1559.6,52,457,24,18,183,127,1,13
"31","Anaxagorea dolichocarpa",474,-1.311245,-58.6667,253,114,2126.5,49,27.055096,41.292679,48.35,89.35,2437.95,55,474,85,5,3,97,0,0
"32","Anaxagorea silvatica",10,-19.9425,-40.60244,205,156.5,1280,52,2.37961,3.2489655,52.45,46.85,231.2,33.6,10,0,0,1,9,0,0
"33","Andira anthelmia",87,-22.5,-46.39972,223,160,1358,47,13.235606,13.033896,72.4,86.4,1319.6,55.7,87,1,2,10,66,0,0
"34","Andira fraxinifolia",438,-18.596445,-41.441665,230,150.5,1381,48,17.537368,12.7430925,70.3,90,1422.2,69,438,2,61,57,233,0,0
"35","Andira ormosioides",34,-19.88139,-42.81111,219,161,1410,59,14.8945045,9.8057155,53.5,69.75,1360.9,55.4,34,0,4,4,22,0,0
"36","Andradea floribunda",18,-20.88861,-41.74783,230,148,1152,50.5,7.7351455,3.16012500000001,41.55,74.5,507.649999999999,46.45,18,0,0,0,14,0,0
"37","Angostura bracteata",43,-16.91667,-40.1115,237,143,1162,45,9.86368,5.613943,51.1,69.3,815.9,51.7,43,1,5,1,32,0,0
"38","Aniba firmula",180,-22.875125,-45.702985,208.5,173,1506.5,49,15.2795265,10.909597,76.3999999999999,71.1,1075.25,64,180,6,0,18,139,0,2
"39","Annona acutiflora",33,-19.82056,-40.27806,241,135,1202,43,8.879222,4.038166,33.2,47,647.399999999999,35.4,33,0,0,0,24,0,0
"40","Annona cacans",82,-22.54111,-47.477085,198.5,181,1446,49,19.092472,18.1269595,78.7,82.9,761.05,62.95,82,1,2,6,63,4,2
"41","Annona dolabripetala",236,-20.71667,-43.27027,212,166,1441.5,49,11.2358325,9.30650999999999,72,87.5,1341.5,67,192,3,2,14,157,0,0
"42","Annona sylvatica",358,-22.53225,-46.61836,195,183,1428.5,57.5,17.756278,12.887663,75.15,67,1080.9,77,271,5,29,24,191,10,3
"43","Aparisthmium cordatum",716,-3.83333,-61.808335,249.5,120,2304,43,30.7275025,38.54618,73.25,85,2633.75,59,716,134,15,8,156,0,0
"44","Apuleia leiocarpa",435,-13.25337,-48.19694,243,153,1541,62,27.976832,37.448291,77.6,101.6,1715,69,434,62,43,84,126,2,1
"45","Artocarpus heterophyllus",126,6.17611,36.27416,228,163,1611.5,65,49.4330275,232.645585,104.5,149.75,2594.75,74,126,7,1,3,19,1,0
"46","Aspidosperma discolor",129,-13.16056,-41.83333,238,151,1472,62,20.92533,29.062396,73.8,93.6,1681.8,70,129,5,39,35,31,0,0
"47","Aspidosperma illustre",14,-16.589705,-39.82022,234.5,134,1192,58.5,12.3388605,6.4368175,53.3,78.95,1183.25,43.1,14,0,3,0,10,0,0
"48","Aspidosperma parvifolium",237,-12.335,-58.75,244,146,1515,56,29.894714,35.965614,90.4,91.4,2103.6,71.8,237,39,25,25,53,0,5
"49","Aspidosperma polyneuron",137,-18.8325,-51.70167,219,172,1338,56,35.891056,38.160032,93.2,98.4,1132.4,65,137,0,11,11,57,0,0
"50","Aspidosperma spruceanum",296,-1.06666,-66.29333,253,126,2248,55,33.7159725,53.4192375,69.25,90.25,2895,66,296,45,14,26,30,0,0
"51","Astrocaryum aculeatissimum",53,-20.91444,-41.73194,224,157,1301,48,6.692666,8.688186,46.8,57.4,897.4,38.8,53,0,0,0,45,0,0
"52","Astronium concinnum",34,-14.064515,-39.99514,234.5,126,1009.5,44,8.541992,2.674975,36.1,62.05,689.4,41.1,34,0,9,1,24,0,0
"53","Astronium graveolens",508,11.00085,-84.623125,250.5,157,1361,68,43.3044235,62.299765,82.3,93,2158.6,75,507,7,14,18,44,0,1
"54","Attalea dubia",12,-23.86347,-46.954585,182.5,174,1683,43.5,4.5895385,6.5131715,54.2,23.95,1012.05,39.85,12,0,0,0,11,0,0
"55","Attalea humilis",45,-18.89222,-39.96117,241,138,1207,44,10.040446,3.668,16.6,59.2,680.4,47.4,45,0,0,0,37,0,0
"56","Aureliana fasciculata",446,-22.5254,-44.8435,204.5,167,1512.5,44,17.7974275,17.1513725,89.25,103.5,1436,57.75,446,8,13,12,361,0,0
"57","Balfourodendron riedelianum",165,-23.77214,-52.88639,206,199,1465,34,12.2975559999999,15.934018,64.2,73.6,838.4,57,165,2,7,18,89,0,1
"58","Banara brasiliensis",30,-13.34403,-39.13333,232,129.5,1462.5,46.5,14.9344825,7.91970649999999,52.4,58.75,1151.85,47.55,30,0,3,0,22,0,0
"59","Banara serrata",24,-19.972225,-40.597095,211,154.5,1308,51.5,7.546994,5.583041,82.9,85.1,777.549999999999,54,24,0,0,0,24,0,0
"60","Phyllocarpus riedelii",42,-11.941665,-69.04972,243,146,1825.5,55,37.5634675,49.292804,42.85,68.7,2516.1,52.65,NA,NA,NA,NA,NA,NA,NA
"61","Pterygota brasiliensis",13,-19.84689,-40.90728,238,148,1156,59,15.311796,6.383808,33.8,82.6,645.6,24.8,NA,NA,NA,NA,NA,NA,NA
"62","Bathysa gymnocarpa",23,-22.76326,-43.26667,211,162,1529,53,7.5807,4.845889,65.4,56,1053.3,32.7,23,0,0,1,19,0,0
"63","Bathysa mendoncaei",47,-22.45,-42.53889,215,154,1439,47,9.194437,6.84902400000001,87,68.5,1220.5,48.9,47,0,1,0,40,0,0
"64","Bathysa stipulata",53,-22.54528,-43.15639,208,159,1503,47,5.507184,6.39977200000001,70.6,46,1257.8,32.6,53,0,0,0,47,0,0
"65","Bauhinia forficata",595,-22.95639,-48.57083,205,185,1442,43,20.374357,25.639669,88.3,128.6,1339.8,76,551,20,35,41,330,7,2
"66","Beilschmiedia angustifolia",4,-22.510695,-43.15083,201.5,169,1614,58.5,0.154729999999997,0.635000000000005,37,4,230,1,2,0,0,0,2,0,0
"67","Beilschmiedia fluminensis",3,-19.92222,-40.58917,205,156,1301,51,2.699514,2.389149,29.7,23.4,66.5999999999999,15.3,3,0,0,0,2,0,0
"68","Brasiliopuntia brasiliensis",205,-18.10833,-42.29055,231,153,1157,50,34.8401479999999,37.474972,67.1999999999999,108.6,1212.6,55.6,205,0,20,3,76,0,2
"69","Brosimum glaziovii",41,-22.6819,-46.55,200,181,1414,55,9.67195,9.7877,62,54,618,56,41,0,0,2,38,1,0
"70","Brosimum guianense",767,-0.6,-69.28333,254,121,2408,50,37.004835,49.960744,68.6999999999999,90,2853.5,60,767,115,10,11,79,0,0
"71","Brosimum lactescens",464,-2.935605,-69.96278,255,135,2383.5,52,35.1477114999999,39.3083865,73.85,87.85,2675.35,59,463,79,2,9,22,0,4
"72","Byrsonima intermedia",557,-21.17293,-48.44128,209,181,1439,67,11.305286,12.756352,83.5999999999999,49.1999999999999,664,57,557,5,4,292,201,2,13
"73","Byrsonima laxiflora",154,-16.05,-48.17427,227,165,1501,76,13.0695925,13.103006,64.35,57.7,631.15,29,154,6,1,122,17,0,5
"74","Byrsonima sericea",837,-12.53333,-40.2394,239,139,1269,59,14.424778,12.930704,65,86.1999999999999,1201.2,71,837,13,232,118,360,0,2
"75","Cabralea canjerana",663,-22.39111,-48.87,201,176,1569,46,27.830474,35.131904,89.9,105.9,1967.4,73,663,12,7,107,354,6,0
"76","Calophyllum brasiliense",1041,-0.03333,-68.44217,245,147,1961,59,41.28903,53.98666,83,96,2352,73,1041,105,26,141,99,0,14
"77","Calyptranthes brasiliensis",183,-17.07917,-40.34333,235,140,1263,52,14.795237,10.314997,72.7,75.9,1074.1,68.8,183,0,36,19,93,0,0
"78","Calyptranthes concinna",261,-25.38528,-50.63038,194,192,1536,26,12.58028,11.52612,75,71,916,68,261,1,0,36,148,6,0
"79","Calyptranthes grandiflora",11,-24.10056,-49,183,169,1441,43,7.804525,9.71395,57,53,789.5,49.5,11,0,0,1,9,0,0
"80","Calyptranthes lucida",202,-18.55875,-49.001385,224,167,1653.5,50.5,35.870234,34.684792,101,94.9,2061.6,65.9,202,28,9,30,85,0,5
"81","Calyptranthes strigipes",38,-23.42389,-45.44505,201,177,1652,45.5,6.673958,8.575625,57.55,41.4,882.1,39.9,38,0,0,0,35,0,0
"82","Campomanesia eugenioides",204,-10.90306,-39.76667,232.5,146.5,873,60.5,15.7605415,18.679762,64,69.4,1253.2,60,203,0,108,44,44,0,4
"83","Campomanesia guaviroba",214,-23.1601,-47.08958,200.5,178,1435.5,44,14.6207205,15.007838,77.7,96.05,1020.75,60.35,214,1,6,22,156,0,0
"84","Campomanesia guazumifolia",248,-24.083585,-51.18,202.5,196,1509.5,30,8.8110025,16.6432885,85,96,805.3,63,248,0,1,23,139,3,0
"85","Campomanesia xanthocarpa",339,-25.53858,-50.76083,194,191,1515,27,14.003391,16.063754,72.1,77.2,773.9,65.1,339,0,5,30,218,17,0
"86","Monilicarpa brasiliana",9,-13.94472,-41.01667,227,144,861,51,9.689808,11.193726,41.6,80.6,678.4,51.8,NA,NA,NA,NA,NA,NA,NA
"87","Cariniana estrellensis",308,-20.433055,-48.463195,215,176.5,1428,59,13.10382,28.4637815,72.65,61.65,1093.95,55.65,308,10,2,78,134,0,1
"88","Cariniana legalis",87,-19.60889,-41.73194,228,155,1315,59,15.522049,11.739627,64.1,85.4,909.7,64.3,87,2,2,6,71,0,0
"89","Cariniana rubra",84,-12.405,-48.554165,255,167.5,1667.5,77,9.288458,12.858057,37.85,55.4,795.149999999999,21.7,84,23,0,59,1,0,1
"90","Carpotroche brasiliensis",142,-18.90314,-40.275515,237,142,1268,47,10.483466,5.575549,47.95,88,1040,64.85,142,3,0,3,122,0,0
"91","Caryocar edule",24,-16.416665,-39.7808,232.5,124.5,1300.5,37.5,7.285696,2.74371600000001,41.4,67.85,735.85,63.6499999999999,24,0,1,0,21,0,0
"92","Casearia arborea",1087,-4.15805,-63.5,244,131,1970,52,38.475177,44.963819,79,89.4,3278.6,68,1087,152,92,100,171,0,0
"93","Casearia commersoniana",712,-2.585495,-54.395,249,128,1867,54,36.460314,51.8083315,68,85,2993.35,72.4499999999999,710,67,84,44,146,0,0
"94","Casearia decandra",650,-19.412745,-53.056245,216,170.5,1580.5,44,46.4946625,35.2780065,101.65,114.55,1739.7,68.55,650,59,12,45,245,12,11
"95","Casearia obliqua",174,-23.25376,-47.56325,189.5,179,1476,47.5,11.228704,11.065771,70.35,68.15,844.6,69.7,174,1,2,22,137,0,0
"96","Casearia pauciflora",30,-22.405545,-42.98141,210,161.5,1479.5,56,4.6079905,4.60338149999999,93.1,45.3,678.7,32.65,30,0,0,1,26,0,0
"97","Casearia resinifera",49,-4.14444,-68.51214,264,114,2474,32,17.420634,24.6628319999999,32.8,41.6,1610.4,41.8,49,28,0,0,3,0,0
"98","Casearia sylvestris",2943,-12.30778,-56.84144,233,160,1531,58,44.93617,53.995276,92,105,2269.2,70,2942,117,135,454,677,25,25
"99","Cathedra rubricaulis",19,-20.75,-41.33,233,141,1141,44,10.066801,5.078017,49.1,67.1999999999999,836.099999999999,57.7,19,0,1,1,14,0,0
"100","Cecropia glaziovii",107,-22.45,-44.56667,206,174,1419,48,14.971138,13.382393,73.8,88.1,938.699999999999,55.4,107,2,0,4,94,0,0
"101","Cecropia hololeuca",53,-20.80208,-42.25528,218,159,1320,54,9.23628,7.7347,58,87.6,677.4,58.4,53,2,0,3,46,0,0
"102","Cecropia pachystachya",558,-18.78236,-47.47332,228,171,1419.5,55.5,19.6817325,20.3432905,70,123.3,1146,69,558,16,37,145,242,5,16
"103","Cedrela odorata",1256,11.5,-84.065,242,157,1542,62,43.33083,60.7378875,104,134.5,2710,84.25,1256,46,31,33,48,0,0
"104","Ceiba crispiflora",6,-18.65179,-59.56555,220.5,168,1644.5,43.5,20.088745,27.33795,71,47.75,1134.25,47.25,6,0,0,0,2,1,0
"105","Ceiba erianthos",70,-14.63778,-41.040555,228.5,149,1047,55,11.6417505,6.84042849999999,51,72.55,969,56.2,70,1,28,2,33,0,0
"106","Celtis iguanaea",2075,-1.56666,-74.06233,239,168,1348,63,48.942443,63.146587,92,135,2472.4,93,2075,53,127,153,246,11,27
"107","Celtis orthacanthos",4,-15.961665,-42.528335,228,167.5,1162.5,56.5,10.9399625,4.78414949999999,13.6,49.2,761,42.65,4,0,1,1,2,0,0
"108","Centrolobium robustum",20,-21.70665,-45.056665,229,159,1493.5,45.5,24.518764,30.4550065000001,74.9,72.4,1368.55,66.4,20,0,0,2,14,0,0
"109","Centrolobium sclerophyllum",31,-14.05,-41.52639,231,152,987,52,10.034965,4.35833,56.5,64,576.5,68,31,0,11,4,13,0,0
"110","Chamaecrista ensiformis",240,-14.478355,-40.06634,242,131,1319.5,56,18.939762,12.470987,59.1,86.1,1128.1,74.05,240,13,16,26,150,0,0
"111","Chionanthus filiformis",65,-25.3972,-48.90924,190,179,1546,31,8.949506,8.749576,53.4,46.8,835.2,48.6,65,0,0,5,55,1,0
"112","Chrysochlamys saldanhae",30,-22,-42.8375,184.5,170,1506.5,61.5,3.1500985,5.020969,59.45,36.2,588.1,29.3,30,0,0,0,30,0,0
"113","Chrysophyllum flexuosum",112,-23.395,-45.44006,218,165.5,1726.5,45,10.5721625,9.22940299999999,78.45,85.9,1403.05,48.1499999999999,112,1,1,1,87,0,0
"114","Chrysophyllum gonocarpum",481,-22.43333,-52.62,211,190,1363,45,15.32695,25.12139,67,123,1116,73,481,14,8,40,210,9,1
"115","Chrysophyllum imperiale",4,-22.670145,-43.0205,210.5,167,1422,58.5,1.0506695,3.372086,44.5,36.9,256,24.8,4,0,0,0,3,0,0
"116","Chrysophyllum lucentifolium",142,-10.25833,-54.417765,247,133,1629,53.5,31.7543035,40.4761205,54.8,92,2288.75,63.85,142,38,3,1,40,0,0
"117","Chrysophyllum splendens",108,-15.15,-39.185195,241,116,1476,45,12.502904,7.6171665,42.65,73.3,1238.95,55.95,108,0,6,2,87,0,0
"118","Chrysophyllum viride",54,-25.408105,-48.87711,179,178.5,1543,30,12.0369115,10.1522485,74.45,78.55,711.45,52.7,54,0,0,0,51,0,0
"119","Ocotea riedeliana",27,-22.90696,-43.42694,201,168,1431,35,9.061513,9.308133,60.4,48.6,568.1,43.8,NA,NA,NA,NA,NA,NA,NA
"120","Citharexylum myrianthum",175,-24.08333,-48.9,209,184,1467,38,19.366139,17.914052,74.9,92,1264.3,61,175,10,3,6,107,5,0
"121","Citronella paniculata",142,-23.92693,-48.38875,195,182,1520,43,11.498591,15.637203,78.85,83.7499999999999,916.9,55.9,142,0,1,5,104,0,0
"122","Citrus reticulata",244,20.84889,-48.673055,209,189,1500.5,61,58.019552,225.363627,131.85,204.7,2551.2,77.85,244,2,0,3,10,2,0
"123","Clarisia racemosa",288,-3.05368,-70.090275,251,126,2256.5,47,25.6278195,38.3853554999999,75.65,79.5999999999999,2219.3,62.2499999999999,288,60,1,0,9,0,0
"124","Clethra scabra",566,-22.678685,-48.72283,180,178,1485,56,14.69833,27.1930025,80,75.5,1371.5,75,566,0,21,39,389,0,0
"125","Clusia lanceolata",60,-22.51545,-42.983375,215.5,165,1423,53,12.0157265,7.97060249999999,79.25,52.4,1709.45,39.5,60,0,4,2,37,0,0
"126","Cnidoscolus oligandrus",36,-15.17914,-40.635695,234.5,156,1085,58,12.4663275,5.99514000000001,39.25,82.5,910.25,71.25,36,0,7,3,25,0,0
"127","Coccoloba alnifolia",114,-16.058335,-39.97749,242,129.5,1156,45.5,16.2554155,11.7865245,50.75,68,996.2,58.75,114,1,14,3,68,0,0
"128","Coccoloba declinata",61,-12.7,-40.1875,241,119,1561,42,30.21512,30.01131,72,81,2665,56,61,6,8,0,28,0,0
"129","Coccoloba glaziovii",33,-22.48222,-48.42621,213,170,1604,43,17.944236,15.361486,95.2,98.6,1465.4,62.8,33,2,1,6,23,0,0
"130","Coccoloba mosenii",27,-15.15,-39.69917,218,119,1199,27,12.180873,8.319305,37.9,69.9,1598.8,48.9,27,0,2,0,24,0,0
"131","Coccoloba striata",85,-10.3929,-41.36278,246,116,1613,53,25.152572,32.177054,64.4,63.6,1737,67.2,85,6,9,2,35,0,0
"132","Coccoloba warmingii",38,-23.51958,-46.83486,197.5,165.5,1444.5,45.5,16.260779,12.454303,77.6,55.9,1442.3,54.95,38,0,8,1,23,0,0
"133","Coffea arabica",845,8.45333,-75.6137,218,160,1645,62,46.385362,244.520932,102.8,127,2457.6,77.8,845,17,15,20,94,2,3
"134","Copaifera langsdorffii",724,-16.691925,-47.517015,224,178,1394.5,73,17.999242,17.972379,78.85,73.7,1020.95,64.85,724,28,110,335,171,0,4
"135","Copaifera lucens",32,-19.272685,-40.18665,240,142.5,1444.5,48,10.415719,5.3007395,65.4,75.45,928.65,51.25,32,0,1,0,23,0,0
"136","Copaifera trapezifolia",68,-22.80669,-45.3149,201.5,177.5,1517.5,53,17.8781705,10.5844315,67.9,65.3,804.55,60.9,68,3,2,7,53,0,0
"137","Cordia sellowiana",258,-18.64637,-47.871805,222.5,167,1499.5,61,22.3925795,28.6759085,93.3,87.3,1434.2,46,258,37,10,65,114,0,4
"138","Cordia taguahyensis",126,-17.27243,-40.26165,238,143.5,1205,47.5,17.9231775,8.25468499999999,58.75,70.25,1288.25,67.75,126,1,18,8,83,0,0
"139","Cordia trichoclada",78,-19.760555,-40.88333,229,150,1266,49,10.883249,6.8562685,65.2,89.15,1231.1,55.75,78,0,1,1,66,0,0
"140","Cordiera concolor",388,-22.17026,-47.880095,200,178,1462.5,62,16.5169055,15.1873685,90,64,1160.95,68,388,3,57,122,172,0,2
"141","Couepia monteclarensis",10,-17.270835,-40.11111,216.5,132,1233.5,34.5,8.710154,5.7388355,82.7,82,824.55,54.4,10,0,0,0,9,0,0
"142","Couepia schottii",19,-19.8203,-40.2733,239,136,1246,40,7.842495,4.008243,38.7,59.2,480.599999999999,42.4,19,0,0,0,11,0,0
"143","Couepia venosa",28,-22.54111,-42.682125,206,166,1469.5,53,5.0363325,6.6149925,79.65,48.4,1423.65,30.3,28,0,0,0,24,0,0
"144","Couratari asterotricha",17,-19.28167,-40.16028,241,146,1203,51,6.449432,7.95199199999999,47,70,456.6,44.6,17,0,0,0,16,0,0
"145","Couratari macrosperma",82,-11.94,-62.98597,248,149.5,1682.5,57,12.5859435,30.70239,33,65.85,1669.9,50.75,82,28,2,2,30,0,0
"146","Coussapoa curranii",8,-21.516455,-41.791235,231,134,1301,38.5,6.6372,4.6056585,73.85,63.85,728.55,39.9,8,0,0,0,5,0,0
